transaction_id,user_id,timestamp,amount,merchant_category,latitude,longitude,city,country,is_fraud
TXN413500,756,2025-11-07 14:05:04.635315,21.51,retail,36.39369618466114,-117.25902149786407,Unknown,US,0
TXN466754,736,2025-11-07 14:12:04.635315,102.27,retail,39.03314852380656,-98.4834441304747,Unknown,US,0
TXN946014,763,2025-11-07 14:16:04.635315,16.99,tech,49.01696652359621,-83.3388954785331,Unknown,US,0
TXN819112,281,2025-11-07 14:31:04.635315,56.16,retail,44.149009188671094,-101.92554448781344,Unknown,US,0
TXN306081,281,2025-11-07 14:32:04.635315,86.54,travel,44.18498013054791,-101.92210008473779,Unknown,US,0
TXN644830,756,2025-11-07 14:33:04.635315,48.12,food,36.08639520845195,-117.11947763186735,Unknown,US,0
TXN670163,567,2025-11-07 14:38:04.635315,51.64,retail,38.59037422905198,-88.92056081543258,Unknown,US,0
TXN469928,239,2025-11-07 14:54:04.635315,94.78,retail,55.02326608397094,-87.50536262076241,Unknown,US,0
TXN235544,849,2025-11-07 15:06:04.635315,133.56,retail,42.36853971705679,-96.89192238220262,Unknown,US,0
TXN752936,734,2025-11-07 15:14:04.635315,8.73,retail,34.0654659203981,-94.1880453949518,Unknown,US,0
TXN853744,278,2025-11-07 15:25:04.635315,57.88,food,37.4633012251295,-102.89899431364304,Unknown,US,0
TXN888645,722,2025-11-07 15:27:04.635315,105.06,tech,41.679959973452085,-105.24706198375577,Unknown,US,0
TXN605122,549,2025-11-07 15:32:04.635315,14.98,food,44.39936541254229,-94.8997029023807,Unknown,US,0
TXN456902,438,2025-11-07 15:35:04.635315,21.39,travel,37.06685007055065,-96.36715092323176,Unknown,US,0
TXN771209,390,2025-11-07 15:53:04.635315,32.55,travel,40.60255092253206,-112.06313876681646,Unknown,US,0
TXN126293,767,2025-11-07 15:56:04.635315,24.38,tech,37.59278327721846,-114.58880697562464,Unknown,US,0
TXN280139,805,2025-11-07 15:56:04.635315,2.29,travel,38.380590352585166,-114.13577143816158,Unknown,US,0
TXN554769,935,2025-11-07 16:08:04.635315,23.26,food,34.28862397661508,-100.79161035191417,Unknown,US,0
TXN615947,363,2025-11-07 16:11:04.635315,27.26,food,39.946776982507785,-95.1707532298492,Unknown,US,0
TXN894071,802,2025-11-07 16:21:04.635315,70.0,travel,37.556935959502255,-108.00489739635279,Unknown,US,0
TXN389093,262,2025-11-07 16:36:04.635315,71.51,retail,36.029609671962724,-116.58118126533358,Unknown,US,0
TXN837048,974,2025-11-07 16:50:04.635315,123.6,retail,45.320586441771184,-99.18153798754871,Unknown,US,0
TXN582977,404,2025-11-07 16:54:04.635315,60.23,travel,46.13998887794798,-107.58792659552898,Unknown,US,0
TXN100813,134,2025-11-07 17:03:04.635315,47.59,tech,37.57355475279169,-97.40589203660821,Unknown,US,0
TXN626496,911,2025-11-07 17:13:04.635315,19.18,tech,38.693187046532756,-105.2536215380788,Unknown,US,0
TXN186702,652,2025-11-07 17:28:04.635315,9.25,tech,42.53788557472928,-107.62142087658985,Unknown,US,0
TXN854891,815,2025-11-07 17:42:04.635315,11.97,travel,42.363693619788016,-107.10319361976471,Unknown,US,0
TXN595301,230,2025-11-07 17:43:04.635315,2.53,travel,49.64266256744091,-98.49915235134776,Unknown,US,0
TXN304607,974,2025-11-07 17:46:04.635315,66.96,tech,45.46837568050864,-99.12752996487043,Unknown,US,0
TXN216941,582,2025-11-07 17:48:04.635315,66.87,tech,44.89894560020127,-74.0759795806301,Unknown,US,0
TXN111430,125,2025-11-07 17:52:04.635315,20.75,travel,33.438131557783144,-89.33421027089236,Unknown,US,0
TXN824586,574,2025-11-07 17:57:04.635315,1.99,food,47.61989821645263,-107.06635592544242,Unknown,US,0
TXN458409,319,2025-11-07 18:02:04.635315,11.72,retail,33.346333787939855,-111.61925580988742,Unknown,US,0
TXN401828,49,2025-11-07 18:04:04.635315,67.85,food,39.81616605880221,-100.94975396261708,Unknown,US,0
TXN550124,346,2025-11-07 18:14:04.635315,21.22,food,34.59321677898338,-92.31725268248196,Unknown,US,0
TXN333020,280,2025-11-07 18:22:04.635315,51.69,tech,41.29688064627248,-77.70767256201268,Unknown,US,0
TXN726134,842,2025-11-07 18:31:04.635315,15.29,food,34.0372098225622,-86.75239400078782,Unknown,US,0
TXN445012,618,2025-11-07 18:38:04.635315,140.66,food,48.20655902807319,-104.26664671049595,Unknown,US,0
TXN314071,769,2025-11-07 18:46:04.635315,77.74,travel,34.0386731875046,-127.26403582709447,Unknown,US,0
TXN850515,247,2025-11-07 18:55:04.635315,87.53,retail,47.452065615993796,-93.2984585114099,Unknown,US,0
TXN400754,898,2025-11-07 19:00:04.635315,6.22,retail,38.136598756678254,-106.47044695296792,Unknown,US,0
TXN392067,623,2025-11-07 19:01:04.635315,12.83,travel,39.83112407753727,-106.35928135126709,Unknown,US,0
TXN817088,344,2025-11-07 19:03:04.635315,4.63,tech,43.356011963326665,-94.16595192364314,Unknown,US,0
TXN871457,717,2025-11-07 19:07:04.635315,116.93,retail,39.03806897195825,-95.72216031884346,Unknown,US,0
TXN494767,308,2025-11-07 19:12:04.635315,24.95,retail,40.39000467822138,-91.50773939157641,Unknown,US,0
TXN658706,303,2025-11-07 19:15:04.635315,43.46,retail,35.9534386734601,-110.90395599988203,Unknown,US,0
TXN438947,87,2025-11-07 19:22:04.635315,51.61,tech,41.304035838721695,-90.42184703313569,Unknown,US,0
TXN249331,247,2025-11-07 19:26:04.635315,8.21,tech,47.49173451761356,-93.14756570939224,Unknown,US,0
TXN438542,845,2025-11-07 19:32:04.635315,17.54,tech,42.52175183857686,-103.35006050600695,Unknown,US,0
TXN492722,807,2025-11-07 19:38:04.635315,29.11,tech,39.07368356604064,-66.68148188034439,Unknown,US,0
TXN771452,458,2025-11-07 19:44:04.635315,25.72,food,42.85345074511122,-96.58856905785494,Unknown,US,0
TXN358757,624,2025-11-07 19:46:04.635315,16.06,travel,40.9773389050817,-113.9169674269207,Unknown,US,0
TXN271257,953,2025-11-07 19:51:04.635315,59.55,retail,32.09925897933834,-109.98832221082607,Unknown,US,0
TXN332785,108,2025-11-07 19:52:04.635315,39.32,food,35.797019671929014,-101.12821317785045,Unknown,US,0
TXN543799,29,2025-11-07 19:55:04.635315,2.11,food,41.38748312809295,-88.7878852150749,Unknown,US,0
TXN972089,560,2025-11-07 19:56:04.635315,35.02,retail,45.21903741186095,-86.76071904512116,Unknown,US,0
TXN660856,669,2025-11-07 20:00:04.635315,97.08,retail,37.92841727926233,-97.00602876074257,Unknown,US,0
TXN138605,740,2025-11-07 20:10:04.635315,35.83,tech,43.41012055629912,-102.3305662222423,Unknown,US,0
TXN614397,904,2025-11-07 20:18:04.635315,57.69,food,31.90505806004486,-89.55649769178886,Unknown,US,0
TXN498839,771,2025-11-07 20:22:04.635315,30.61,tech,48.191434682770954,-103.11095092352991,Unknown,US,0
TXN352714,845,2025-11-07 20:31:04.635315,6.58,food,42.89265766418965,-103.35015756923873,Unknown,US,0
TXN973564,55,2025-11-07 20:31:04.635315,47.09,travel,30.21915930898846,-98.88377708856214,Unknown,US,0
TXN844947,521,2025-11-07 20:31:04.635315,96.7,tech,45.20235365254962,-98.9708315986885,Unknown,US,0
TXN536535,939,2025-11-07 20:33:04.635315,68.67,tech,31.36709286368986,-106.61662836920459,Unknown,US,0
TXN194362,133,2025-11-07 20:36:04.635315,37.27,food,47.975183318831,-112.76471209138195,Unknown,US,0
TXN541972,616,2025-11-07 21:13:04.635315,79.64,retail,39.1578861483224,-72.93938886643734,Unknown,US,0
TXN679606,35,2025-11-07 21:23:04.635315,13.35,travel,41.47495448594981,-83.30744679315963,Unknown,US,0
TXN361662,457,2025-11-07 21:43:04.635315,18.76,retail,39.46298487688636,-95.91430617852868,Unknown,US,0
TXN825179,235,2025-11-07 21:52:04.635315,4.9,travel,38.335491081619324,-121.6267177693634,Unknown,US,0
TXN737932,193,2025-11-07 22:08:04.635315,17.59,tech,41.3659165174096,-79.90879620642347,Unknown,US,0
TXN116470,137,2025-11-07 22:10:04.635315,7.61,food,35.05709358436774,-93.72480327269541,Unknown,US,0
TXN709729,953,2025-11-07 22:29:04.635315,54.84,tech,31.988254313633178,-109.90764769768303,Unknown,US,0
TXN470418,491,2025-11-07 22:54:04.635315,10.34,tech,34.960395802697626,-99.102142000497,Unknown,US,0
TXN918895,124,2025-11-07 22:57:04.635315,24.65,food,48.456459261944666,-94.28641340159406,Unknown,US,0
TXN215893,67,2025-11-07 23:01:04.635315,4.57,food,35.278939279596884,-83.1245994601501,Unknown,US,0
TXN606847,611,2025-11-07 23:05:04.635315,52.39,tech,43.02922197151427,-94.3566214904127,Unknown,US,0
TXN788707,156,2025-11-07 23:06:04.635315,30.34,food,43.758772284298,-90.45656997464965,Unknown,US,0
TXN710229,562,2025-11-07 23:06:04.635315,2.12,travel,47.86128057847511,-109.98747417614706,Unknown,US,0
TXN117135,14,2025-11-07 23:07:04.635315,22.47,retail,36.81342927746536,-101.35651039606849,Unknown,US,0
TXN416414,931,2025-11-07 23:15:04.635315,4.43,food,43.76367728427221,-116.0962537066919,Unknown,US,0
TXN697411,265,2025-11-07 23:31:04.635315,16.32,retail,43.107273689775305,-115.22858610557705,Unknown,US,0
TXN170825,105,2025-11-07 23:40:04.635315,77.95,food,42.71862347798496,-87.05594348443702,Unknown,US,0
TXN467714,603,2025-11-07 23:41:04.635315,17.2,retail,36.29711578314532,-105.56294484176983,Unknown,US,0
TXN371611,19,2025-11-07 23:44:04.635315,27.65,travel,33.102278687856526,-96.72676562928896,Unknown,US,0
TXN121783,148,2025-11-07 23:57:04.635315,37.08,tech,44.27928282237986,-95.39937839244655,Unknown,US,0
